"id";"дата";"зірки";"магазин";"мова";"оригінал";"українською"
"gp:139c393f-3cd";"2024-08-07";"2";"googleplay";"en_or_unknown";"Could I please get my subscription cancelled? I don't know how since there is nowhere on the app for the cancellation option. I uninstalled the app almost 2 years ago, and I'm still charged. Please, I don't mind what you've taken, but please stop taking it from now on. It's almost $50 AUS money. Thank you.";"Чи міг би я, будь ласка, скасувати свою підписку? Я не знаю як, бо в застосунку ніде немає опції скасування. Я видалив застосунок майже 2 роки тому, і з мене досі списують. Будь ласка, я не проти того, що ви вже забрали, але, будь ласка, припиніть забирати відтепер. Це майже 50 австралійських доларів. Дякую."
"gp:6fd72380-55d";"2024-12-04";"1";"googleplay";"en_or_unknown";"If I could give this app a 0 I would.... I never received a notice saying my trial was over and I can't find anywhere to cancel but they sure were quick to pull money out of my account. Please stop trying to pull money out I want it canceled. Thank you!!!!";"Якби я могла поставити цьому застосунку 0, я б поставила... Я ніколи не отримувала повідомлення про те, що мій пробний період закінчився, і не можу ніде знайти, як скасувати, але вони точно швидко витягли гроші з мого рахунку. Будь ласка, припиніть намагатись витягувати гроші, я хочу, щоб це було скасовано. Дякую!!!!"
"gp:92142677-ab4";"2024-10-25";"2";"googleplay";"en_or_unknown";"I've been trying to cancel my subscription and unable to find in my Google play store. I also have multiple charges this month. $24.99 TWICE on 10/15 and then a $45 charge just yesterday, 10/24/2024. Nearly $100 for 1 month?? Please cancel my subscription ASAP since I am unable to do it and expecting a refund back for those extra charges. Thank you!";"Я намагаюсь скасувати свою підписку і не можу знайти її у своєму Google Play Store. У мене також кілька списань цього місяця. 24,99$ ДВІЧІ 15.10, а потім списання 45$ буквально вчора, 24.10.2024. Майже 100$ за 1 місяць?? Будь ласка, скасуйте мою підписку ЯКНАЙШВИДШЕ, бо я не можу цього зробити, і очікую повернення за ці додаткові списання. Дякую!"
"gp:e293fa07-c39";"2024-07-02";"3";"googleplay";"en_or_unknown";"Can I please speak to customer support to help me with a problem I'm having? I must've downloaded the app not knowing it would charge me. My Google Play account is hooked up to my card so it has easy access, and Nebula charged me $45. Not once have I even used the app. I can't find it in my Google Play subscriptions. Please help me get a refund. My finances are already in shambles as they are, and this made a damaging impact. Thank you. I gave 3 stars because I'm sure the app itself is nice.";"Чи можу я, будь ласка, поговорити зі службою підтримки, щоб допомогти мені з проблемою? Напевно, я завантажила застосунок, не знаючи, що він з мене списуватиме. Мій акаунт Google Play прив'язаний до картки, тож доступ легкий, і Nebula списала з мене 45$. Я жодного разу навіть не користувалась застосунком. Я не можу знайти його в своїх підписках Google Play. Будь ласка, допоможіть мені отримати повернення. Мої фінанси і так у руїнах, а це завдало шкоди. Дякую. Я поставила 3 зірки, бо впевнена, що сам застосунок непоганий."
"as:11177670159";"2024-04-19";"3";"appstore";"en_or_unknown";"Dear Nebula Support Team,

I hope this message finds you well. I am writing to request a refund for an accidental purchase of a premium subscription to your app. As a student, I misinterpreted the payment terms and was surprised to see my account billed $90 today, which I understand is the annual subscription fee. I was under the impression that the billing would occur weekly at approximately $2 per week.

This subscription was purchased just a few minutes ago, and I have not utilized any premium features since the charge. I would greatly appreciate if you could assist by cancelling my subscription and processing a full refund.

Please let me know if you need any further information from my side to facilitate the refund. I look forward to your prompt response to resolve this issue.

Thank you very much for your understanding and help.

Best regards";"Шановна команда підтримки Nebula, сподіваюсь, цей лист застане вас у доброму здоров'ї. Звертаюсь із проханням повернути кошти за випадкову покупку преміум-підписки на ваш застосунок. Як студент, я неправильно зрозумів умови оплати і був здивований, побачивши сьогодні списання 90$, що, як я розумію, є річною вартістю підписки. Я був під враженням, що оплата стягуватиметься щотижня приблизно по 2$ на тиждень. Цю підписку було придбано буквально кілька хвилин тому, і я не користувався жодними преміум-функціями після списання. Я був би дуже вдячний, якби ви могли допомогти, скасувавши мою підписку і обробивши повне повернення. Будь ласка, дайте знати, якщо вам потрібна додаткова інформація з мого боку, щоб пришвидшити повернення. Чекаю на вашу швидку відповідь для вирішення цього питання. Дуже дякую за ваше розуміння і допомогу. З найкращими побажаннями."
"as:10936420608";"2024-02-14";"1";"appstore";"en_or_unknown";"This app KEEPS CHARGING ME even tho I cancelled my subscription before it renewed. I don’t understand, do I habe to take out my card? If I cancel a subscription, you aren’t supposed to renew it, this isn’t supposed to happen. I want my money back, this is unacceptable";"Цей застосунок ПРОДОВЖУЄ З МЕНЕ СПИСУВАТИ, хоча я скасувала підписку до її поновлення. Я не розумію, мені що, треба видалити картку? Якщо я скасовую підписку, ви не маєте її поновлювати, такого не повинно ставатись. Я хочу свої гроші назад, це неприйнятно."
"gp:e5f87c09-fd1";"2022-11-06";"1";"googleplay";"en_or_unknown";"How many times do I have to send an e-mail to get my subscription cancelled and my money back? Is this a joke? Do something. I cannot access my account and you keep charging me 22 euros every 2 weeks for nothing.";"Скільки разів я маю надіслати листа, щоб мою підписку скасували і повернули мої гроші? Це жарт? Зробіть щось. Я не можу отримати доступ до свого акаунта, а ви продовжуєте списувати з мене 22 євро кожні 2 тижні ні за що."
"gp:7a0a15a2-04f";"2022-08-28";"1";"googleplay";"en_or_unknown";"So it started out alright the lady I spoke to was lovely. But I quickly ran out of credits and had to pay extra for credits on top of the subscription, speaking of subscription. I can't bloody find it anywhere which means I can't end it. So they continue to take my money with no way out. Do not recommend! Please fix this Nebula and refund my money or I will report the app.";"Спочатку все було нормально, пані, з якою я спілкувалась, була мила. Але в мене швидко закінчились кредити, і довелось доплачувати за кредити понад підписку — до речі, про підписку. Я її ніде не можу знайти, а отже, не можу її припинити. Тож вони продовжують забирати мої гроші без жодного виходу. Не рекомендую! Будь ласка, виправте це, Nebula, і поверніть мої гроші, інакше я поскаржусь на застосунок."
"gp:1b4b7c70-fcb";"2024-08-20";"1";"googleplay";"es";"Cancelé la suscripción hace más de 5 días y HOY me quisieron cobrar $41.000. Exijo respuestas porque su sistema es espantosamente confuso. Definitivamente necesito que me solucionen este problema.";"Я скасувала підписку понад 5 днів тому, а СЬОГОДНІ з мене хотіли списати 41 000$. Я вимагаю відповідей, бо ваша система жахливо заплутана. Мені однозначно потрібно, щоб ви вирішили цю проблему."
"gp:36cdc8b8-5ff";"2024-05-17";"1";"googleplay";"es";"LADRONES Y ESTAFADORES, no pierdan su tiempo con ninguno de los servicios de esta porquería de aplicación. Ni siquiera la tengo instalada en mi teléfono y aún así me cobraron $39 dólares cuando JAMÁS elegí la opción de suscribirme. Exijo que me devuelvan mi dinero y que no sean tan descarados de engañar a los consumidores de esta forma, ya mandé un email a su correo de soporte indicado y espero su pronta respuesta.";"ЗЛОДІЇ І ШАХРАЇ, не марнуйте час на жодну послугу цього мотлоху, а не застосунку. Я його навіть не встановлював на телефон, і все одно з мене списали 39 доларів, хоча я НІКОЛИ не обирав опцію підписки. Вимагаю повернути мої гроші і не бути такими безсоромними, обманюючи споживачів у такий спосіб. Я вже надіслав листа на вашу вказану пошту підтримки і чекаю вашої швидкої відповіді."
"gp:89bdbbb4-ff3";"2026-04-29";"1";"googleplay";"en_or_unknown";"please stop withdrawing money from my account, why are you charging me for nothing I never received or had anything to do with your App but yet you keep on charging me money please stop its very I unfair";"будь ласка, припиніть знімати гроші з мого рахунку, чому ви списуєте з мене ні за що, я ніколи нічого не отримував і не мав жодного стосунку до вашого застосунку, але ви все одно продовжуєте списувати з мене гроші, будь ласка, припиніть, це дуже несправедливо."
"as:13607579600";"2026-01-08";"4";"appstore";"en_or_unknown";"I haven't used this app in a while and I tried going into the app. It would exit without loading. It just started doing this issue for me and it still won't load. Please help to fix this issue for me so I can use this app without it doing this same issue";"Я давно не користувався цим застосунком і спробував у нього зайти. Він вилітає, не завантажившись. Це щойно почало так робити і досі не завантажується. Будь ласка, допоможіть виправити цю проблему, щоб я міг користуватись застосунком без того самого збою."
"as:7469353964";"2021-06-16";"3";"appstore";"en_or_unknown";"I really love the app and the design. I also love how you can learn more about yourself and your signs. The only I problem is that when I try to go to a “astrologer” it glitches out. It keep saying “something went wrong, try again.” And I have to end up force closing the app because it get stuck there. Please fix this.";"Мені дуже подобається застосунок і дизайн. Також подобається, як можна більше дізнатись про себе і свої знаки. Єдина проблема — коли я намагаюсь перейти до «астролога», воно глючить. Постійно пише «щось пішло не так, спробуйте ще раз». І мені доводиться примусово закривати застосунок, бо він там зависає. Будь ласка, виправте це."
"gp:00ba66b2-f3e";"2026-03-20";"1";"googleplay";"it";"MI SONO RITROVATA CON 49 EURO IN MENO SUL CONTO ... SENZA SAPERE PERCHE. NON È SPECIFICATO CHE SI ATTIVA L'ABBONAMENTO ORA CHIEDO IL RIMBORSO. COME FACCIO?";"Я виявила, що на рахунку на 49 євро менше... не знаючи чому. Ніде не вказано, що активується підписка. Тепер я прошу повернення. Як мені це зробити?"
"as:14322469839";"2026-07-19";"1";"appstore";"han";"Is it cheating money? My money is easy to cheat, isn't it? It's better to return my money to me. I don't care about your terms and conditions. I haven't used any functions at all and haven't seen the report. After reading the report, I'll charge more later. Forced subscription to pay? I don't care, it's just a refund!

騙錢嗎？我的錢很好騙是嗎？最好是把我的錢退給我，我不管你們那些有的沒的條款，我完全沒使用到任何功能也沒看到報告，看報告的錢就算了後面還多收其他，強迫訂閱付款？我不管就是退款！";"Це виманювання грошей? Мої гроші легко виманити, так? Краще поверніть мені мої гроші. Мені байдуже до всіх ваших умов і положень. Я взагалі не скористався жодною функцією і не бачив звіту. Гроші за перегляд звіту ще ладно, але потім ви ще й додатково берете. Примусова підписка з оплатою? Мені байдуже — просто поверніть гроші!"
"as:13834914204";"2026-03-10";"1";"appstore";"en_or_unknown";"It charge me without agreement.’i didn’t subscribed at all then it charged me 44,99€ how come? I didn’t register any of my credit card. No subscription on my IPAD neither on website. How can i get my money back. I don’t even have account on the site.";"Воно списало з мене без згоди. Я взагалі не підписувався, а потім з мене списали 44,99€ — як так? Я не реєстрував жодної своєї кредитної картки. Ні підписки на моєму iPad, ні на сайті. Як мені повернути свої гроші? У мене навіть акаунта на сайті немає."
"gp:56a035fc-047";"2025-12-24";"1";"googleplay";"en_or_unknown";"Where do I cancel? How can you can charge per minute if you are sending an offline message? Same rate as if they're online? Rip off? Not to mention the the expensive package";"Де мені скасувати? Як ви можете списувати похвилинно, якщо ви надсилаєте офлайн-повідомлення? За тим самим тарифом, ніби вони онлайн? Обдирання? Не кажучи вже про дорогий пакет."
"as:13585202841";"2026-01-02";"1";"appstore";"en_or_unknown";"I deleted my account about a week ago, this app still wants to withdraw money from my card even though I didn't buy a subscription, how do I understand this? How can I fix this? Contact me urgently!";"Я видалив свій акаунт приблизно тиждень тому, цей застосунок досі хоче зняти гроші з моєї картки, хоча я не купував підписку, як це розуміти? Як мені це виправити? Зв'яжіться зі мною терміново!"
"gp:5908bff7-e65";"2026-02-01";"1";"googleplay";"en_or_unknown";"how do I contact you guys I believe you charge my card 49.99 comes from ""healing"" and I did not agree to this I do not want the subscription please cancel and refund this payment immediately!";"як мені з вами зв'язатись, я вважаю, що ви списали з моєї картки 49,99 від «healing», і я не давав на це згоди, мені не потрібна підписка, будь ласка, скасуйте і поверніть цей платіж негайно!"
"gp:7b4c445b-6e7";"2025-10-30";"2";"googleplay";"en_or_unknown";"too short of a time. how do I unroll or unregister ? where do I go, or how do I stop this site from charging me ? I've already uninstalled the app...will that stop me from being charged ?";"Надто короткий термін. Як мені скасувати реєстрацію чи відписатись? Куди мені йти, або як зупинити цей сайт від списання з мене? Я вже видалив застосунок... чи зупинить це списання з мене?"
"gp:76ce3375-5c2";"2026-05-15";"1";"googleplay";"es";"me descuenta dinero de mi tarjeta sin autorización. como solicito un reembolso?? por qué permiten este tipo de aplicaciones que estafan. donde se puede denunciar este tipo de robos??";"з моєї картки знімають гроші без дозволу. як мені запросити повернення?? чому ви дозволяєте такі застосунки, які шахраюють. куди можна поскаржитись на такі крадіжки??"
"as:12988941657";"2025-08-07";"1";"appstore";"en_or_unknown";"I have been deducted my money yet I only used the trial and now the app has no option to unsubscribe.Please fix it  so frustrated";"З мене зняли гроші, хоча я користувався лише пробним періодом, а тепер у застосунку немає опції відписатись. Будь ласка, виправте це, дуже дратує."
"gp:8e3724d5-af2";"2025-10-17";"1";"googleplay";"en_or_unknown";"I just got charged 49.99 I canceled my subscription a month ago!!! glad my cards are not available for you to charge me a service I just 5 minutes and again canceled your Frickn subscription!!! please send me my money back!!";"З мене щойно списали 49,99, я скасував свою підписку місяць тому!!! Радий, що мої картки вам недоступні, щоб списувати з мене за послугу. Я лише 5 хвилин і знову скасував вашу кляту підписку!!! Будь ласка, поверніть мені мої гроші!!"
"as:12556588301";"2025-04-18";"1";"appstore";"en_or_unknown";"I was shocked to see a 30$ charge on my Mastercard for Nebula, even though I never subscribed or clicked any “Buy” button. Please refund me immediately and update your subscription flow so this never happens to anyone else. Until then, I can’t recommend this.";"Я був шокований, побачивши списання 30$ на своїй Mastercard за Nebula, хоча я ніколи не підписувався і не натискав жодної кнопки «Купити». Будь ласка, негайно поверніть мені кошти і виправте свій процес підписки, щоб такого більше ні з ким не сталось. До того часу я не можу це рекомендувати."
"as:13605550166";"2026-01-07";"1";"appstore";"pt";"Venho, por meio deste, registrar reclamação formal acerca de cobranças recorrentes indevidas realizadas em minha fatura.

Ao realizar o cadastro/utilização do aplicativo, foi solicitado apenas um pagamento inicial no valor de US$ 1,00, o qual autorizei exclusivamente para fins de teste/verificação. Em nenhum momento autorizei, contratei ou fui informado de forma clara sobre cobranças recorrentes ou valores superiores aos mencionados inicialmente.

Apesar disso, venho sendo surpreendido com lançamentos recorrentes de valores significativamente maiores, referentes a serviços que não solicitei, não utilizei e com os quais não concordo.

Diante do exposto, exijo:
	1.	Cancelamento imediato de qualquer assinatura ou cobrança recorrente vinculada à minha conta;
	2.	Estorno integral de todos os valores cobrados indevidamente, desde o primeiro lançamento não autorizado;
	3.	Confirmação formal, por escrito, de que nenhuma nova cobrança será efetuada.

Ressalto que a prática configura cobrança indevida, conforme previsto no Código de Defesa do Consumidor (art. 39 e art. 42), o que me assegura o direito à restituição dos valores pagos.

Aguardo solução imediata. Caso não haja retorno ou resolução em prazo razoável, tomarei as medidas cabíveis junto aos órgãos de defesa do consumidor e demais instâncias competentes.";"Цим подаю офіційну скаргу щодо неправомірних регулярних списань у моєму рахунку. Під час реєстрації/використання застосунку було запитано лише початковий платіж у розмірі 1,00 долара США, який я дозволив виключно для цілей тестування/перевірки. Я в жодний момент не давав дозволу, не укладав договору і не був чітко поінформований про регулярні списання чи суми, більші за початково зазначені. Попри це, мене несподівано спіткали регулярні списання значно більших сум за послуги, яких я не замовляв, не використовував і з якими не погоджуюсь. З огляду на викладене, вимагаю: 1. Негайного скасування будь-якої підписки чи регулярного списання, пов'язаного з моїм рахунком; 2. Повного повернення всіх неправомірно списаних сум, починаючи з першого несанкціонованого списання; 3. Офіційного письмового підтвердження, що жодних нових списань не буде. Наголошую, що така практика становить неправомірне стягнення відповідно до Кодексу захисту прав споживачів (ст. 39 і ст. 42), що забезпечує мені право на повернення сплачених коштів. Чекаю негайного вирішення. У разі відсутності відповіді чи вирішення в розумний строк вживу належних заходів через органи захисту прав споживачів та інші компетентні інстанції."
"gp:bf1918b6-63e";"2025-12-25";"1";"googleplay";"pt";"Olá! Me senti enganada, pois fiz a escolha de pagar $1  mas fizeram 4 cobranças, uma de R$ 165,59 e mais três de R$ 5,53. Aguardo o estorno do valor, era pra ser um quiz, propaganda enganosa pra começar, por que após isso veio o valor sugerido, e as as cobranças indevidas, estão agindo de má fé.  Caso não resolvam vou fazer um b.o  por que isso é considerado golpe, Aguardo retorno.";"Вітаю! Я почувалась обманутою, бо я обрала заплатити 1$, а зробили 4 списання: одне на 165,59 реалів і ще три по 5,53. Чекаю повернення суми. Це мало бути вікторина, оманлива реклама для початку, бо після цього з'явилась рекомендована сума, а потім неправомірні списання — ви дієте недобросовісно. Якщо не вирішите, я напишу заяву в поліцію, бо це вважається шахрайством. Чекаю на відповідь."
"as:12492349671";"2025-04-01";"1";"appstore";"en_or_unknown";"I have been charge $150 on my credit card, without using the app, the same day that I opened it as a trial. Please refund me immediately!";"З моєї кредитної картки списали 150$, хоча я не користувався застосунком, того самого дня, коли я відкрив його як пробний. Будь ласка, негайно поверніть мені кошти!"
"gp:18b09e98-d5f";"2026-02-05";"1";"googleplay";"es";"Exijo a devolução do pagamento indevido no meu cartão de crédito. Foi devolvido e estão cobrando novamente. Vai ser preciso contatar toda semana pra cancelarem de vez???";"Вимагаю повернення неправомірного платежу на моїй кредитній картці. Його повернули, і тепер списують знову. Що, треба буде звертатись щотижня, щоб ви нарешті скасували??"
"gp:a96a5cfb-290";"2024-03-15";"2";"googleplay";"en_or_unknown";"Really superb app!! The price tho...kinda high for the weekly...10 bucks!...a week! Jeez... If the prices were slightly lower I'd be much more inclined to purchase. Also the invite system to unlock things like the compatibility didn't work at all for me.... I invited my partner, and still didn't get to see the compatibility section even tho I invited her thru it... Please fix that, or remove it it's really frustrating when that happens....";"Справді чудовий застосунок!! Але ціна... трохи висока за тижневу... 10 баксів!... за тиждень! Боже... Якби ціни були трохи нижчі, я був би значно більше схильний купити. Також система запрошень для розблокування таких речей, як сумісність, у мене взагалі не спрацювала... Я запросив партнерку, і все одно не отримав доступу до розділу сумісності, хоча запросив її саме через нього... Будь ласка, виправте це, або приберіть — це справді дратує, коли таке стається..."
"as:12503933031";"2025-04-04";"1";"appstore";"fr";"J’ai téléchargé UNE FOIS l’application par curiosité et je l’ai vite supprimée car après l’essai gratuit oui si vous oubliez de vous désabonner ils vous prélèvent 39€/ mois ce qui est énorme surtout quand on y va jamais !!
J’ai supprimé l’application y’a un mois pensant être tranquille et aujourd’hui BOUM un autre prélèvement de 39€ via Apple pay encore !
Le truc c’est que là je suis dans une galère pas possible et c’est tout ce qu’il me restait sur mon compte pour payer mon forfait de téléphone et faire 3 courses pour manger !! 

Je demande un remboursement au plus vite au moins pour les deux derniers prélèvements car c’est inadmissible qu’on ne puisse pas arrêter quand on le veut ! 
Je VEUX qu’on me rembourse les derniers prélèvements au plus vite + je veux l’assurance que je n’en aurai plus aucun autre !!!

C’est hallucinant qu’on ne puisse pas arrêter ça de nous même 

Merci d’avance !

Allez 2 mois plus tard je remets le MÊME AVIS !!!! 

NE PAYEZ JAMAIS JAMAIS RIEN ICI !! 
J’ai encore 39€ qui ont été prélevés sur mon compte aujourd’hui à l’instant !! Ils n’arrêtent pas de le faire ! J’en peux plus !
Je viens d’être payée et c’était mon budget pour faire des courses et maintenant comment je vais faire ??? Je vais pas manger !!!!
J’ai désinstallé l’Application y’a des mois de ça je ne l’ai utilisée qu’une seule fois la première fois par curiosité les montants m’ayant considérablement refroidi j’ai enlevé l’application direct et pourtant les prélèvements continuent comment je fais ??? Vous n’avez rien fait pour moi il y’a des mois de ça c’est une HONTE !!! 
Je demande le REMBOURSEMENT COMPLET DE TOUT LES PRÉLÈVEMENTS que vous avez fait sur mon compte ! 
Il est hors de question que je meure de faim pour rien à cause d’une application à la **** 
Je suis si en colère ! 
Je vais vous faire de la pub partout !
Si le problème est pas réglé IMMÉDIATEMENT je raconte ça partout et je vous descend au plus bas ! 
C’est honteux vraiment !

04/04/2025";"Я завантажила застосунок ОДИН РАЗ з цікавості і швидко його видалила, бо після безкоштовного пробного періоду — так, якщо ви забудете відписатись, вони знімають з вас 39€/місяць, що є величезною сумою, особливо коли ти туди взагалі не заходиш!! Я видалила застосунок місяць тому, думаючи, що я в безпеці, і сьогодні БУМ — ще одне списання 39€ знову через Apple Pay! Річ у тім, що зараз я в неймовірній скруті, і це було все, що лишалось на рахунку, щоб заплатити за телефон і купити трохи їжі!! Я прошу повернення якнайшвидше, принаймні за два останні списання, бо це неприпустимо, що неможливо зупинити це, коли хочеш! Я ХОЧУ, щоб мені повернули останні списання якнайшвидше + хочу гарантію, що більше жодних не буде!!! Це неймовірно, що неможливо зупинити це самостійно. Дякую заздалегідь! Ну от, через 2 місяці публікую ТОЙ САМИЙ ВІДГУК!!!! НІКОЛИ НІЧОГО ТУТ НЕ ПЛАТІТЬ!! У мене сьогодні щойно знову списали 39€ з рахунку!! Вони не припиняють це робити! Я більше не можу! Мені щойно виплатили зарплату, і це був мій бюджет на продукти, а тепер що мені робити??? Я не буду їсти!!!! Я видалила застосунок багато місяців тому, користувалась ним лише один раз уперше з цікавості, суми мене неабияк відлякали, я одразу видалила застосунок, і все одно списання тривають — що мені робити??? Ви нічого для мене не зробили тоді, багато місяців тому, це ГАНЬБА!!! Я вимагаю ПОВНОГО ПОВЕРНЕННЯ ВСІХ СПИСАНЬ, які ви зробили з мого рахунку! Не може бути й мови, щоб я померла з голоду ні за що через застосунок. Я така зла! Я розповім про вас усюди! Якщо проблему не вирішать НЕГАЙНО, я розкажу це всюди і опущу вас на саме дно! Це справді ганебно! 04.04.2025"
"as:12432196856";"2025-03-17";"1";"appstore";"en_or_unknown";"I will start a chargeback, I have unsubscribed 7 months ago and you guys have just charged me. Please refund me immediattely";"Я почну процедуру повернення платежу через банк, я відписався 7 місяців тому, а ви щойно з мене списали. Будь ласка, поверніть мені кошти негайно."
"gp:c47cd8db-d25";"2022-01-08";"1";"googleplay";"en_or_unknown";"I used to love this app and spent so much time on it. But now whenever i try to read my horoscope it says ""unexpected error"" which bad ruined it for me. Please fix this!";"Раніше я обожнювала цей застосунок і проводила в ньому дуже багато часу. Але тепер щоразу, коли я намагаюсь прочитати свій гороскоп, він пише «неочікувана помилка», що мені все зіпсувало. Будь ласка, виправте це!"
"as:8098580596";"2021-12-05";"3";"appstore";"en_or_unknown";"My birthday is in [BirthDate] and if I go anywhere from [BirthDate] and up it goes to [BirthDate] so when I do my birthday it shows [BirthDate]. Please fix this because it worked once then I found out my birthdate time was wrong so I went to fix it and sense then it goes to 2008. So now I have a different moon sign and sun sign. (I’m not really good at all this stuff so if I said something wrong sorry) please fix this";"Мій день народження [BirthDate], і якщо я йду будь-куди від [BirthDate] і вище, воно переходить на [BirthDate], тож коли я ставлю свій день народження, воно показує [BirthDate]. Будь ласка, виправте це, бо воно спрацювало один раз, а потім я виявив, що час мого народження був неправильний, тож я пішов це виправити, і відтоді воно переходить на 2008. Тепер у мене інший місячний знак і сонячний знак. (Я не дуже добре на цьому розуміюсь, тож вибачте, якщо сказав щось не так.) Будь ласка, виправте це."
"as:11557720891";"2024-08-01";"1";"appstore";"en_or_unknown";"would appreciate the support does not stop everytime when I have submitted proof of extra charged payment
Please check your email and refund me as your policy written, it has been almost a month since I have cancelled my trial and I still have not got back my refund.
Everytime your staff respond, they only respond until I submit proof of I got charged twice ($90 usd in total), and they stop.
I would appreciate a proper respond to my refund request, or I will start filing evidence and proof to Apple store and HSBC to freeze the fund, and investigate on it.
You will not get the payment either way, so best option for you is to give back what you don't deserve and move on.";"Я була б вдячна, якби підтримка не обривалась щоразу, коли я надсилаю докази додаткового списання. Будь ласка, перевірте свою пошту і поверніть мені кошти згідно з вашою політикою — минув майже місяць відтоді, як я скасувала пробний період, а я досі не отримала повернення. Щоразу, коли ваші співробітники відповідають, вони відповідають лише до моменту, коли я надсилаю докази подвійного списання ($90 загалом), і тоді зупиняються. Я була б вдячна за належну відповідь на мій запит про повернення, інакше я почну подавати докази в Apple Store і HSBC, щоб заморозити кошти і провести розслідування. Ви в будь-якому разі не отримаєте цих грошей, тож найкращий для вас варіант — віддати те, на що ви не заслуговуєте, і рухатись далі."
"as:7848442874";"2021-09-26";"3";"appstore";"en_or_unknown";"I got this app because it looked fun. But right when I first got on it I put in my birthday. And do you know what happened when I put on my birthday. It didn’t let me put on my birthday which is [BirthDate], and when I put it on the dates, It changed it to like a year later a month later and like 20 days before my actual birthday. I think this is a bug. Please fix it if it is one.";"Я взяла цей застосунок, бо він виглядав цікаво. Але щойно я вперше в нього зайшла, я ввела свій день народження. І знаєте, що сталось, коли я ввела свій день народження? Воно не дало мені ввести мій день народження, який [BirthDate], і коли я ставила дати, воно змінювало їх на рік пізніше, місяць пізніше і десь на 20 днів раніше за мій справжній день народження. Думаю, це баг. Будь ласка, виправте його, якщо це так."
"as:7007116489";"2021-02-17";"4";"appstore";"en_or_unknown";"Great app. As well very accurate, but after 2 weeks of using it my widgets started lagging and didnt show anything. Please fix that but great app recommend it.";"Чудовий застосунок. Також дуже точний, але після 2 тижнів користування мої віджети почали гальмувати і нічого не показували. Будь ласка, виправте це, але застосунок чудовий, рекомендую."
"as:6925904763";"2021-01-29";"4";"appstore";"en_or_unknown";"I’ve had this app for a while now and love it, but recently starting to have issues. It has always showed me as a Scorpio ascendent, as well as other apps I’ve used. Now all of a sudden it’s switched my ascending sign to Sagittarius. I’m using the same correct birthdate, time of birth and birthplace as when I first got this app. I’ve tried logging in and out several times and putting my information back in, but it still keeps showing Sagittarius rising. My sun and moon sign is still correct, only my ascending has changed, and now my chart is all thrown off. Please fix this or I don’t feel the need to use this app anymore, when it’s showing me incorrect information.";"У мене цей застосунок уже давно, і я його люблю, але нещодавно почались проблеми. Він завжди показував мене як Скорпіона за асцендентом, як і інші застосунки, якими я користувалась. Тепер раптом він змінив мій асцендент на Стрільця. Я використовую ту саму правильну дату народження, час народження і місце народження, що й коли вперше взяла цей застосунок. Я кілька разів виходила і заходила знову, вводила свої дані заново, але воно все одно показує Стрільця в асценденті. Моє сонце і місяць досі правильні, змінився лише асцендент, і тепер уся моя карта зміщена. Будь ласка, виправте це, інакше я не бачу потреби користуватись цим застосунком, коли він показує мені неправильну інформацію."
"as:11773696017";"2024-09-28";"1";"appstore";"en_or_unknown";"I don't have any subscription, and I was charged 30$,Nebula please contact me, cancel this ""subscription"" and refund me my money";"У мене немає жодної підписки, а з мене списали 30$. Nebula, будь ласка, зв'яжіться зі мною, скасуйте цю «підписку» і поверніть мені мої гроші."
"as:6625002373";"2020-11-09";"3";"appstore";"en_or_unknown";"Okay this app was great when i first got it and worked really well, but recently there have been some problems. 
A few days ago, i was just checking in for my daily horoscope, but when i pressed on ‘Week’, it showed me the ‘month’ section instead. And when i pressed ‘month’ is showed me the 2020 section. Please fix this bug because i don’t know how i can get into week.";"Гаразд, цей застосунок був чудовий, коли я його вперше взяла, і працював дуже добре, але останнім часом з'явились деякі проблеми. Кілька днів тому я просто заходила подивитись свій щоденний гороскоп, але коли я натиснула «Тиждень», воно показало мені розділ «місяць». А коли я натиснула «місяць», воно показало мені розділ 2020. Будь ласка, виправте цей баг, бо я не знаю, як мені потрапити в тиждень."
"as:11151117503";"2024-04-12";"1";"appstore";"en_or_unknown";"I was scammed by this app as I was lead to believe that I had a 7 day free trail and not be charged 1 euro. After paying I was still subjected to ads to read my profile. The ad for the app on IG was for my female archetype but this seems like a /spiritual therapy app so I was very disappointed. Please refund me!";"Мене обдурив цей застосунок, бо мене змусили повірити, що в мене 7-денний безкоштовний пробний період і з мене не спишуть 1 євро. Після оплати мені все одно показували рекламу, щоб прочитати свій профіль. Реклама застосунку в Instagram була про мій жіночий архетип, але це схоже на застосунок духовної терапії, тож я була дуже розчарована. Будь ласка, поверніть мені кошти!"
"as:5460188179";"2020-01-28";"3";"appstore";"en_or_unknown";"I download the live wallpaper but it doesn't appear anywhere in my phone (not in photos/files). Can you tell me where can i find my purchased live wallpaper ?";"Я завантажив живі шпалери, але вони ніде не з'являються в моєму телефоні (ні у фото, ні у файлах). Можете сказати, де мені знайти куплені живі шпалери?"
